index,Name,Short Name,Gender,Type,Family,Tradition,General Personality,major_id,Major Name,floor_id,Eggie Wing,Wing Name,Room,Schedule,Cause of Death,Eggie Rank,Eggie Grade,DrakeRezCode,Drake Residence,Drake Grades
314,Firelord Flamebreath,,M,Red,chromatic,arcane,proud and arrogant,10,Eldritch Engineering,14,4E,Elysium,14,3C,,316,C-,16,Zephyr Arcades,
315,Tideheart Bronzescale,,M,Bronze,metallic,arcane,stoic scholars and guardians of lore,3,Ancient Relics and Artifacts:,14,4E,Elysium,15,3C,,135,B-,16,Zephyr Arcades,
316,Infernoscale Moltenwing,,F,Red,chromatic,arcane,proud and arrogant,1,Prophecy,14,4E,Elysium,16,4D,May death,500,F,99,Graveyard,
317,Fungarion Sporewing,,F,Toadstool,leshy,primal,communal gourmands,7,Planar Studies,14,4E,Elysium,17,4D,May death,500,F,99,Graveyard,
318,Sunspark Glintscale,,M,Amber,wild,arcane,gossip & information broker,12,Elemental Binding,14,4E,Elysium,18,4D,May death,500,F,99,Graveyard,
319,Nightorb Nocturnis,,M,Lunar,outer,arcane,nosy interplanetary people watchers,10,Eldritch Engineering,14,4E,Elysium,19,4D,May death,500,F,99,Graveyard,
320,,,F,Bliss,planar,divine,serene healers,11,Arcanomechanics,14,4E,Elysium,20,4D,May death,500,F,99,Graveyard,
321,Brambleheart Forestscale,,M,Green,chromatic,arcane,obessive and meticulous scholars,5,Mineral Extraction & Refinement,14,4E,Elysium,21,1E,,96,B-,6,Stoneheart Halls,
322,Sapphirebreeze Azura,,M,Cerulean,wild,arcane,explorers and adventurers,11,Arcanomechanics,14,4E,Elysium,22,1E,,259,C,6,Stoneheart Halls,
323,Azurefang Stormlash,,F,Blue,chromatic,arcane,poised cosmopolitan manipulators,8,Political Intrigue and Diplomacy,14,4E,Elysium,23,1E,,350,D+,6,Stoneheart Halls,
324,Tidemane Stormgaze,,M,Bronze,metallic,arcane,stoic scholars and guardians of lore,12,Elemental Binding,14,4E,Elysium,24,1E,,391,D+,6,Stoneheart Halls,
325,Phantasmia Nebulon,,F,Dream,esoteric,Occult," wanderers, hunters, masters, and guardians of the Dreamland",11,Arcanomechanics,14,4E,Elysium,25,1E,,224,C,6,Stoneheart Halls,
326,Toxicmaw Grimwing,,M,Black,chromatic,arcane,loaners with mean streaks & like swamps,4,Economic Dominance and Resource Management,13,4N,Nova,1,2A,,314,C-,12,Mistwood Shoals,
327,Shadowmarsh Nightfang,,F,Black,chromatic,arcane,loaners with mean streaks & like swamps,4,Economic Dominance and Resource Management,13,4N,Nova,2,2A,,105,B-,12,Mistwood Shoals,
328,Goldwing Brightheart,,F,Gold,metallic,divine,wise counselor and leader,12,Elemental Binding,13,4N,Nova,3,2A,,208,C,12,Mistwood Shoals,
329,Aetherius Spiralis,,F,Etheric,esoteric,Occult,pragmatic survivalists,2,Dragon History,13,4N,Nova,4,2A,,414,D,12,Mistwood Shoals,
330,Luminbreath Brightscale,,M,Gold,metallic,divine,wise counselor and leader,2,Dragon History,13,4N,Nova,5,2A,,124,B-,12,Mistwood Shoals,
331,Phantomclaw Stygion,,M,Underworld,imperial,arcane,natural alchemists and hoarders,11,Arcanomechanics,13,4N,Nova,6,3B,,131,B-,11,Tidepool Grotto,
332,Terraheart Hillgazer,,M,Copper,metallic,arcane,prankster & hedonist,5,Mineral Extraction & Refinement,13,4N,Nova,7,3B,,207,C,11,Tidepool Grotto,
333,Sylvanheart Ivytail,,M,Green,chromatic,arcane,obessive and meticulous scholars,5,Mineral Extraction & Refinement,13,4N,Nova,8,3B,,112,B-,11,Tidepool Grotto,
334,Volcanix Ashscale,,M,Magma,primal,primal,"brash, unpredictable, & violent",1,Prophecy,13,4N,Nova,9,3B,,165,C+,11,Tidepool Grotto,
335,Oceanwhisper Waveheart,,M,Bronze,metallic,arcane,stoic scholars and guardians of lore,5,Mineral Extraction & Refinement,13,4N,Nova,10,3B,,174,C+,11,Tidepool Grotto,
336,Frostheart Silverwing,,M,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",5,Mineral Extraction & Refinement,13,4N,Nova,11,4C,summer death,500,F,99,Graveyard,
337,Snowtail Chillbreath,,M,White,chromatic,arcane,brutish and predatory survivalists,6,Arcane Artifice and Enchantment Studies,13,4N,Nova,12,4C,summer death,500,F,99,Graveyard,
338,Saltwing Seafang,,M,Bronze,metallic,arcane,stoic scholars and guardians of lore,1,Prophecy,13,4N,Nova,13,4C,summer death,500,F,99,Graveyard,
339,Moonbinder Starheart,,M,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",7,Planar Studies,13,4N,Nova,14,4C,summer death,500,F,99,Graveyard,
340,Glacierwing Icemane,,M,White,chromatic,arcane,brutish and predatory survivalists,10,Eldritch Engineering,13,4N,Nova,15,4C,summer death,500,F,99,Graveyard,
341,Infernoclaw Pyrebreath,,M,Red,chromatic,arcane,proud and arrogant,11,Arcanomechanics,13,4N,Nova,16,1D,,153,C+,3,Pyre Crest,
342,Skyterror Thundermaw,,M,Blue,chromatic,arcane,poised cosmopolitan manipulators,4,Economic Dominance and Resource Management,13,4N,Nova,17,1D,,375,D+,3,Pyre Crest,
343,Luminclaw Sunbinder,,M,Gold,metallic,divine,wise counselor and leader,12,Elemental Binding,13,4N,Nova,18,1D,,152,C+,3,Pyre Crest,
344,Brightmane Glimmerwing,,M,Gold,metallic,divine,wise counselor and leader,11,Arcanomechanics,13,4N,Nova,19,1D,,189,C+,3,Pyre Crest,
345,Magmaheart Blazeclaw,,F,Red,chromatic,arcane,proud and arrogant,5,Mineral Extraction & Refinement,13,4N,Nova,20,1D,,304,C-,3,Pyre Crest,
346,Rockbinder Stonewing,Elandrial,F,Copper,metallic,arcane,prankster & hedonist,10,Eldritch Engineering,13,4N,Nova,21,2E,,212,C,16,Zephyr Arcades,
347,Dominionarx Majesty,Mornathos,F,Soverign,imperial,Occult,"subtle manipulators, negotiators",3,Ancient Relics and Artifacts:,13,4N,Nova,22,2E,,99,B-,16,Zephyr Arcades,
348,Blueheart Lightningclaw,Thundris,F,Blue,chromatic,arcane,poised cosmopolitan manipulators,7,Planar Studies,13,4N,Nova,23,2E,,15,A,16,Zephyr Arcades,
349,Ashscale Fierytail,Aurorash,F,Red,chromatic,arcane,proud and arrogant,2,Dragon History,13,4N,Nova,24,2E,,386,D+,16,Zephyr Arcades,
350,Netherfang Darkscale,Seraphael,F,Black,chromatic,arcane,loaners with mean streaks & like swamps,9,Magical Theory and Application,13,4N,Nova,25,2E,,269,C-,16,Zephyr Arcades,
351,Scorchscale Wildflame,,M,Red,chromatic,arcane,proud and arrogant,11,Arcanomechanics,15,4S,Seraphic,1,3A,,296,C-,10,Boudlerfall Enclave,
352,Mirelord Acidfang,,M,Black,chromatic,arcane,loaners with mean streaks & like swamps,11,Arcanomechanics,15,4S,Seraphic,2,3A,,405,D,10,Boudlerfall Enclave,
353,Ivytail Sylvanbreath,,F,Green,chromatic,arcane,obessive and meticulous scholars,2,Dragon History,15,4S,Seraphic,3,3A,,69,B,10,Boudlerfall Enclave,
354,Bramblescale Grovefang,,M,Green,chromatic,arcane,obessive and meticulous scholars,6,Arcane Artifice and Enchantment Studies,15,4S,Seraphic,4,3A,,179,C+,10,Boudlerfall Enclave,
355,Thornsneak Woodscale,,F,Green,chromatic,arcane,obessive and meticulous scholars,10,Eldritch Engineering,15,4S,Seraphic,5,3A,,346,D+,10,Boudlerfall Enclave,
356,Wavebinder Stormheart,,F,Bronze,metallic,arcane,stoic scholars and guardians of lore,10,Eldritch Engineering,15,4S,Seraphic,6,4B,,328,C-,16,Zephyr Arcades,
357,Silverheart Frostmane,,F,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",11,Arcanomechanics,15,4S,Seraphic,7,4B,,157,C+,16,Zephyr Arcades,
358,Topazion Sunbeam,,M,Topaz,jewel,arcane,selfish and unsociable,12,Elemental Binding,15,4S,Seraphic,8,4B,,206,C,16,Zephyr Arcades,
359,Pyreclaw Lavadragon,,M,Red,chromatic,arcane,proud and arrogant,6,Arcane Artifice and Enchantment Studies,15,4S,Seraphic,9,4B,,166,C+,16,Zephyr Arcades,
360,Starbinder Moonclaw,,F,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",9,Magical Theory and Application,15,4S,Seraphic,10,4B,,167,C+,16,Zephyr Arcades,
361,Stormscale Oceangaze,,M,Bronze,metallic,arcane,stoic scholars and guardians of lore,1,Prophecy,15,4S,Seraphic,11,1C,,141,C+,2,Cinderwalk Court,
362,Acidwhisper Darkshroud,,F,Black,chromatic,arcane,loaners with mean streaks & like swamps,12,Elemental Binding,15,4S,Seraphic,12,1C,,73,B,2,Cinderwalk Court,
363,Frostwing Silverscale,,F,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",9,Magical Theory and Application,15,4S,Seraphic,13,1C,,270,C-,2,Cinderwalk Court,
364,Sunclaw Radiantwing,,M,Gold,metallic,divine,wise counselor and leader,6,Arcane Artifice and Enchantment Studies,15,4S,Seraphic,14,1C,,365,D+,2,Cinderwalk Court,
365,Abyssalstar Nebulor,,F,Void,outer,arcane,corrupted destroyers,11,Arcanomechanics,15,4S,Seraphic,15,1C,,233,C,2,Cinderwalk Court,
366,Stellarion Arcanix,,F,Astral,esoteric,Occult,private & proud,2,Dragon History,15,4S,Seraphic,16,2D,,249,C,15,Moonwater Falls,
367,Silverwing Moonshadow,,M,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",11,Arcanomechanics,15,4S,Seraphic,17,2D,,163,C+,15,Moonwater Falls,
368,Silvershadow Frostwing,,M,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",3,Ancient Relics and Artifacts:,15,4S,Seraphic,18,2D,,398,D,15,Moonwater Falls,
369,Moonclaw Starbinder,,M,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",7,Planar Studies,15,4S,Seraphic,19,2D,,321,C-,15,Moonwater Falls,
370,Jewelbreath Sparklefang,,M,Crystal,primal,primal,build beautiful homes,6,Arcane Artifice and Enchantment Studies,15,4S,Seraphic,20,2D,,388,D+,15,Moonwater Falls,
371,Hillfang Rockscale,,M,Copper,metallic,arcane,prankster & hedonist,10,Eldritch Engineering,15,4S,Seraphic,21,3E,,172,C+,1,Emberfall Heights,
372,Saltbinder Seawing,,F,Bronze,metallic,arcane,stoic scholars and guardians of lore,2,Dragon History,15,4S,Seraphic,22,3E,,341,C-,1,Emberfall Heights,
373,Frostscale Silverheart,,M,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",9,Magical Theory and Application,15,4S,Seraphic,23,3E,,240,C,1,Emberfall Heights,
374,Silverfang Frostwhisper,,M,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",12,Elemental Binding,15,4S,Seraphic,24,3E,,184,C+,1,Emberfall Heights,
375,Starwing Frostmane,,F,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",6,Arcane Artifice and Enchantment Studies,15,4S,Seraphic,25,3E,,146,C+,1,Emberfall Heights,
376,Honeyglow Mossmane,,F,Amber,wild,arcane,gossip & information broker,1,Prophecy,16,4W,Wildfire,1,4A,Nov/Dec Ambush,500,F,99,Graveyard,
377,Lightningmaw Skyterror,,F,Blue,chromatic,arcane,poised cosmopolitan manipulators,7,Planar Studies,16,4W,Wildfire,2,4A,Nov/Dec Ambush,500,F,99,Graveyard,
378,Freezewing Snowheart,,F,White,chromatic,arcane,brutish and predatory survivalists,5,Mineral Extraction & Refinement,16,4W,Wildfire,3,4A,Nov/Dec Ambush,500,F,99,Graveyard,
379,Frostwing Icebinder,,M,White,chromatic,arcane,brutish and predatory survivalists,5,Mineral Extraction & Refinement,16,4W,Wildfire,4,4A,Nov/Dec Ambush,500,F,99,Graveyard,
380,Iceshadow Winterfang,,M,White,chromatic,arcane,brutish and predatory survivalists,10,Eldritch Engineering,16,4W,Wildfire,5,4A,Nov/Dec Ambush,500,F,99,Graveyard,
381,Moltencore Infernia,,M,Magma,primal,primal,"brash, unpredictable, & violent",8,Political Intrigue and Diplomacy,16,4W,Wildfire,6,1B,,169,C+,11,Tidepool Grotto,
382,Greenbloom Viridia,,M,Emerald,jewel,arcane,"inquisitive, knowledgeable sage",8,Political Intrigue and Diplomacy,16,4W,Wildfire,7,1B,,198,C,11,Tidepool Grotto,
383,Nebulix Mystica,,M,Etheric,esoteric,Occult,pragmatic survivalists,8,Political Intrigue and Diplomacy,16,4W,Wildfire,8,1B,,171,C+,11,Tidepool Grotto,
384,Wavetail Bronzeman,,M,Bronze,metallic,arcane,stoic scholars and guardians of lore,4,Economic Dominance and Resource Management,16,4W,Wildfire,9,1B,,260,C,11,Tidepool Grotto,
385,Fierygaze Glimmerflame,,M,Vermillion,wild,arcane,thrill seekers who love to tell tall tales,9,Magical Theory and Application,16,4W,Wildfire,10,1B,,353,D+,11,Tidepool Grotto,
386,Coastclaw Stormbreath,,M,Bronze,metallic,arcane,stoic scholars and guardians of lore,8,Political Intrigue and Diplomacy,16,4W,Wildfire,11,2C,,91,B,11,Tidepool Grotto,
387,Seabreath Coastclaw,,M,Bronze,metallic,arcane,stoic scholars and guardians of lore,1,Prophecy,16,4W,Wildfire,12,2C,,369,D+,11,Tidepool Grotto,
388,Thicketclaw Woodwing,,F,Green,chromatic,arcane,obessive and meticulous scholars,5,Mineral Extraction & Refinement,16,4W,Wildfire,13,2C,,130,B-,11,Tidepool Grotto,
389,Prismatix Joywing,,M,Harlequin,wild,arcane,clever and insightful jesters,7,Planar Studies,16,4W,Wildfire,14,2C,,45,B+,11,Tidepool Grotto,
390,Rockscale Terraclaw,,M,Copper,metallic,arcane,prankster & hedonist,10,Eldritch Engineering,16,4W,Wildfire,15,2C,,27,A-,11,Tidepool Grotto,
391,Stormscale Boltwing,,F,Blue,chromatic,arcane,poised cosmopolitan manipulators,11,Arcanomechanics,16,4W,Wildfire,16,3D,,145,C+,12,Mistwood Shoals,
392,Winterbreath Chillwing,,M,White,chromatic,arcane,brutish and predatory survivalists,9,Magical Theory and Application,16,4W,Wildfire,17,3D,,121,B-,12,Mistwood Shoals,
393,Flamefang Firewing,,M,Red,chromatic,arcane,proud and arrogant,6,Arcane Artifice and Enchantment Studies,16,4W,Wildfire,18,3D,,221,C,12,Mistwood Shoals,
394,Verdantlord Bramblescale,,M,Green,chromatic,arcane,obessive and meticulous scholars,8,Political Intrigue and Diplomacy,16,4W,Wildfire,19,3D,,34,A-,12,Mistwood Shoals,
395,Magmafang Wildheart,,F,Red,chromatic,arcane,proud and arrogant,12,Elemental Binding,16,4W,Wildfire,20,3D,,299,C-,12,Mistwood Shoals,
396,Hillwing Earthscale,,F,Copper,metallic,arcane,prankster & hedonist,6,Arcane Artifice and Enchantment Studies,16,4W,Wildfire,21,4E,,68,B,18,Galeholm Fields,
397,Ivybinder Thornheart,,M,Green,chromatic,arcane,obessive and meticulous scholars,2,Dragon History,16,4W,Wildfire,22,4E,,287,C-,18,Galeholm Fields,
398,Amberglow Pyralis,,M,Topaz,jewel,arcane,selfish and unsociable,10,Eldritch Engineering,16,4W,Wildfire,23,4E,,47,B+,18,Galeholm Fields,
399,Sunbinder Heatclaw,,M,Brass,metallic,arcane,curious & short attention span,11,Arcanomechanics,16,4W,Wildfire,24,4E,,409,D,18,Galeholm Fields,
400,Coralcrest Wavecrest,,M,Sea,imperial,arcane,ind & fickle,9,Magical Theory and Application,16,4W,Wildfire,25,4E,,183,C+,18,Galeholm Fields,
401,Verdantwing Forestfang,,M,Green,chromatic,arcane,obessive and meticulous scholars,9,Magical Theory and Application,18,5E,Enigma,1,1A,Econ 101,500,F,99,Graveyard,
402,Glimmerheart Sunscale,,F,Gold,metallic,divine,wise counselor and leader,9,Magical Theory and Application,18,5E,Enigma,2,1A,Econ 101,500,F,99,Graveyard,
403,Earthfang Copperbreath,,M,Copper,metallic,arcane,prankster & hedonist,10,Eldritch Engineering,18,5E,Enigma,3,1A,Econ 101,500,F,99,Graveyard,
404,Brightscale Goldbinder,,M,Gold,metallic,divine,wise counselor and leader,3,Ancient Relics and Artifacts:,18,5E,Enigma,4,1A,Econ 101,500,F,99,Graveyard,
405,Tempestroar Galefang,,M,Tumult,planar,divine,capricious seekers of change,3,Ancient Relics and Artifacts:,18,5E,Enigma,5,1A,Econ 101,500,F,99,Graveyard,
406,Oceanbreeze Salinia,,F,Brine,primal,primal,rigid courtsey & discipline,2,Dragon History,18,5E,Enigma,6,2B,,396,D,9,Terrashield Keep,
407,Nightshade Bogskin,,M,Black,chromatic,arcane,loaners with mean streaks & like swamps,5,Mineral Extraction & Refinement,18,5E,Enigma,7,2B,,127,B-,9,Terrashield Keep,
408,Scarletmaw Sunblaze,,M,Vermillion,wild,arcane,thrill seekers who love to tell tall tales,12,Elemental Binding,18,5E,Enigma,8,2B,,267,C-,9,Terrashield Keep,
409,Decretum Regalis,,F,Edict,planar,divine,"planner, order bringer, & corruption purger",11,Arcanomechanics,18,5E,Enigma,9,2B,,51,B+,9,Terrashield Keep,
410,Wildthicket Brackenwing,,F,Forest,imperial,primal,guardians of nature,1,Prophecy,18,5E,Enigma,10,2B,,97,B-,9,Terrashield Keep,
411,Radiantscale Lightclaw,,F,Gold,metallic,divine,wise counselor and leader,5,Mineral Extraction & Refinement,18,5E,Enigma,11,3C,Econ 101,500,F,99,Graveyard,
412,Windsoar Zephyrix,,M,Sky,imperial,divine,religious traditionalist,2,Dragon History,18,5E,Enigma,12,3C,Econ 101,500,F,99,Graveyard,
413,Cloudwing Galebreath,,F,Blue,chromatic,arcane,poised cosmopolitan manipulators,9,Magical Theory and Application,18,5E,Enigma,13,3C,Econ 101,500,F,99,Graveyard,
414,Sunflare Emberwing,,F,Brass,metallic,arcane,curious & short attention span,10,Eldritch Engineering,18,5E,Enigma,14,3C,Econ 101,500,F,99,Graveyard,
415,Corruptwing Slimeheart,,M,Black,chromatic,arcane,loaners with mean streaks & like swamps,3,Ancient Relics and Artifacts:,18,5E,Enigma,15,3C,Econ 101,500,F,99,Graveyard,
416,Hillclaw Rockbinder,,F,Copper,metallic,arcane,prankster & hedonist,10,Eldritch Engineering,18,5E,Enigma,16,4D,,358,D+,19,Whirlwind Rise,
417,Goldscale Luminheart,,M,Gold,metallic,divine,wise counselor and leader,12,Elemental Binding,18,5E,Enigma,17,4D,,109,B-,19,Whirlwind Rise,
418,Citrinefire Aurorix,,M,Topaz,jewel,arcane,selfish and unsociable,2,Dragon History,18,5E,Enigma,18,4D,,238,C,19,Whirlwind Rise,
419,Heatbinder Warmwind,,M,Brass,metallic,arcane,curious & short attention span,11,Arcanomechanics,18,5E,Enigma,19,4D,,389,D+,19,Whirlwind Rise,
420,Dunescale Sunflare,,F,Brass,metallic,arcane,curious & short attention span,12,Elemental Binding,18,5E,Enigma,20,4D,,312,C-,19,Whirlwind Rise,
421,Hearthstone Blazewing,,M,Magma,primal,primal,"brash, unpredictable, & violent",4,Economic Dominance and Resource Management,18,5E,Enigma,21,1E,,345,D+,20,Aetherwell Terrace,
422,Hillwhisper Rockheart,,M,Copper,metallic,arcane,prankster & hedonist,7,Planar Studies,18,5E,Enigma,22,1E,,383,D+,20,Aetherwell Terrace,
423,Terraclaw Hillheart,,F,Copper,metallic,arcane,prankster & hedonist,4,Economic Dominance and Resource Management,18,5E,Enigma,23,1E,,187,C+,20,Aetherwell Terrace,
424,Leafwhisper Sylvanox,,F,Forest,imperial,primal,guardians of nature,1,Prophecy,18,5E,Enigma,24,1E,,8,A,20,Aetherwell Terrace,
425,Azurestrike Stormfang,,F,Blue,chromatic,arcane,poised cosmopolitan manipulators,6,Arcane Artifice and Enchantment Studies,18,5E,Enigma,25,1E,,253,C,20,Aetherwell Terrace,
426,Poisonwing Sylvanscale,,F,Green,chromatic,arcane,obessive and meticulous scholars,4,Economic Dominance and Resource Management,17,5N,Nightshade,1,2A,,397,D,1,Emberfall Heights,
427,Tempestrial Swirlfang,,M,Vortex,outer,arcane,interplanetary messengers,10,Eldritch Engineering,17,5N,Nightshade,2,2A,,250,C,1,Emberfall Heights,
428,Stormwing Tidescaler,,M,Bronze,metallic,arcane,stoic scholars and guardians of lore,8,Political Intrigue and Diplomacy,17,5N,Nightshade,3,2A,,62,B+,1,Emberfall Heights,
429,Terraheart Copperwing,,F,Copper,metallic,arcane,prankster & hedonist,4,Economic Dominance and Resource Management,17,5N,Nightshade,4,2A,,210,C,1,Emberfall Heights,
430,Gaietyclaw Masquerade,,F,Harlequin,wild,arcane,clever and insightful jesters,4,Economic Dominance and Resource Management,17,5N,Nightshade,5,2A,,322,C-,1,Emberfall Heights,
431,Sandwhisper Scorchtail,,M,Brass,metallic,arcane,curious & short attention span,12,Elemental Binding,17,5N,Nightshade,6,3B,,22,A-,2,Cinderwalk Court,
432,Searclaw Ashwing,,F,Red,chromatic,arcane,proud and arrogant,8,Political Intrigue and Diplomacy,17,5N,Nightshade,7,3B,,211,C,2,Cinderwalk Court,
433,Earthbinder Hillgazer,,M,Copper,metallic,arcane,prankster & hedonist,5,Mineral Extraction & Refinement,17,5N,Nightshade,8,3B,,209,C,2,Cinderwalk Court,
434,Skybinder Thunderwing,,M,Blue,chromatic,arcane,poised cosmopolitan manipulators,3,Ancient Relics and Artifacts:,17,5N,Nightshade,9,3B,,355,D+,2,Cinderwalk Court,
435,Deepblue Skytail,,F,Sapphire,jewel,Occult,Militaristic and warlike,12,Elemental Binding,17,5N,Nightshade,10,3B,,241,C,2,Cinderwalk Court,
436,Hourglassian Tempus,,F,Time,outer,arcane,patient watchers and guardians of history,8,Political Intrigue and Diplomacy,17,5N,Nightshade,11,4C,,370,D+,7,Verdant Hollow,
437,Somniax Etherwing,,M,Dream,esoteric,Occult," wanderers, hunters, masters, and guardians of the Dreamland",12,Elemental Binding,17,5N,Nightshade,12,4C,,306,C-,7,Verdant Hollow,
438,Blueflame Galeforce,,M,Blue,chromatic,arcane,poised cosmopolitan manipulators,1,Prophecy,17,5N,Nightshade,13,4C,,188,C+,7,Verdant Hollow,
439,Frostbinder Snowwing,,F,White,chromatic,arcane,brutish and predatory survivalists,11,Arcanomechanics,17,5N,Nightshade,14,4C,,265,C-,7,Verdant Hollow,
440,Goldenmaw Sapling,,M,Amber,wild,arcane,gossip & information broker,2,Dragon History,17,5N,Nightshade,15,4C,,173,C+,7,Verdant Hollow,
441,Heatwing Blazeheart,,F,Brass,metallic,arcane,curious & short attention span,7,Planar Studies,17,5N,Nightshade,16,1D,,382,D+,6,Stoneheart Halls,
442,Pyroclaw Emberheart,,F,Red,chromatic,arcane,proud and arrogant,12,Elemental Binding,17,5N,Nightshade,17,1D,,181,C+,6,Stoneheart Halls,
443,Azureclaw Stormgaze,,F,Blue,chromatic,arcane,poised cosmopolitan manipulators,2,Dragon History,17,5N,Nightshade,18,1D,,138,C+,6,Stoneheart Halls,
444,Fierymane Desertwing,,F,Brass,metallic,arcane,curious & short attention span,2,Dragon History,17,5N,Nightshade,19,1D,,93,B,6,Stoneheart Halls,
445,Waveheart Saltwing,,F,Bronze,metallic,arcane,stoic scholars and guardians of lore,12,Elemental Binding,17,5N,Nightshade,20,1D,,315,C-,6,Stoneheart Halls,
446,Emberwing Infernoheart,Lysanther,F,Red,chromatic,arcane,proud and arrogant,7,Planar Studies,17,5N,Nightshade,21,2E,,252,C,8,Crystal Mantle,
447,Canopyroar Greenwood,Zephyros,M,Forest,imperial,primal,guardians of nature,4,Economic Dominance and Resource Management,17,5N,Nightshade,22,2E,,41,B+,8,Crystal Mantle,
448,Sunflare Solarius,Vorathrax,F,Solar,outer,arcane,uber arrogant,1,Prophecy,17,5N,Nightshade,23,2E,,114,B-,8,Crystal Mantle,
449,Radiance Glacia,Thalindra,M,Crystal,primal,primal,build beautiful homes,3,Ancient Relics and Artifacts:,17,5N,Nightshade,24,2E,,95,B,8,Crystal Mantle,
450,Scorchfang Blazetail,Velarnis,M,Brass,metallic,arcane,curious & short attention span,3,Ancient Relics and Artifacts:,17,5N,Nightshade,25,2E,,236,C,8,Crystal Mantle,
451,Flameheart Brassclaw,,F,Brass,metallic,arcane,curious & short attention span,1,Prophecy,19,5S,Shadow,1,3A,,278,C-,8,Crystal Mantle,
452,Goldclaw Luminmane,,F,Gold,metallic,divine,wise counselor and leader,2,Dragon History,19,5S,Shadow,2,3A,,9,A,8,Crystal Mantle,
453,Moonshine Silverclaw,,F,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",7,Planar Studies,19,5S,Shadow,3,3A,,11,A,8,Crystal Mantle,
454,Copperwing Rockheart,,M,Copper,metallic,arcane,prankster & hedonist,6,Arcane Artifice and Enchantment Studies,19,5S,Shadow,4,3A,,107,B-,8,Crystal Mantle,
455,Slimeclaw Bogbreath,,M,Black,chromatic,arcane,loaners with mean streaks & like swamps,1,Prophecy,19,5S,Shadow,5,3A,,94,B,8,Crystal Mantle,
456,Rockheart Terrawing,,F,Copper,metallic,arcane,prankster & hedonist,4,Economic Dominance and Resource Management,19,5S,Shadow,6,4B,,400,D,12,Mistwood Shoals,
457,Icemaw Winterbreath,,M,White,chromatic,arcane,brutish and predatory survivalists,10,Eldritch Engineering,19,5S,Shadow,7,4B,,412,D,12,Mistwood Shoals,
458,Leafclaw Verdantfang,,F,Green,chromatic,arcane,obessive and meticulous scholars,4,Economic Dominance and Resource Management,19,5S,Shadow,8,4B,,122,B-,12,Mistwood Shoals,
459,Voltfang Skyblaze,,F,Blue,chromatic,arcane,poised cosmopolitan manipulators,2,Dragon History,19,5S,Shadow,9,4B,,31,A-,12,Mistwood Shoals,
460,Darkwater Foulwing,,M,Black,chromatic,arcane,loaners with mean streaks & like swamps,1,Prophecy,19,5S,Shadow,10,4B,,373,D+,12,Mistwood Shoals,
461,Stormwing Bronzeflare,,M,Bronze,metallic,arcane,stoic scholars and guardians of lore,6,Arcane Artifice and Enchantment Studies,19,5S,Shadow,11,1C,,264,C,5,Ashspire Hollow,
462,Rotbreath Taintscale,,M,Black,chromatic,arcane,loaners with mean streaks & like swamps,6,Arcane Artifice and Enchantment Studies,19,5S,Shadow,12,1C,,268,C-,5,Ashspire Hollow,
463,Sunwhisper Scorchgaze,,F,Brass,metallic,arcane,curious & short attention span,6,Arcane Artifice and Enchantment Studies,19,5S,Shadow,13,1C,,3,A+,5,Ashspire Hollow,
464,Celestarius Luminastra:,,M,Astral,esoteric,Occult,private & proud,2,Dragon History,19,5S,Shadow,14,1C,,175,C+,5,Ashspire Hollow,
465,Glimmerwing Goldheart,,M,Gold,metallic,divine,wise counselor and leader,5,Mineral Extraction & Refinement,19,5S,Shadow,15,1C,,273,C-,5,Ashspire Hollow,
466,Moongazer Silverbreath,,F,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",3,Ancient Relics and Artifacts:,19,5S,Shadow,16,2D,,83,B,1,Emberfall Heights,
467,Grimswamp Shadowbreath,,M,Black,chromatic,arcane,loaners with mean streaks & like swamps,3,Ancient Relics and Artifacts:,19,5S,Shadow,17,2D,,147,C+,1,Emberfall Heights,
468,Rubythroat Firecrest,,F,Vermillion,wild,arcane,thrill seekers who love to tell tall tales,2,Dragon History,19,5S,Shadow,18,2D,,140,C+,1,Emberfall Heights,
469,Hilltopper Coppermane,,F,Copper,metallic,arcane,prankster & hedonist,3,Ancient Relics and Artifacts:,19,5S,Shadow,19,2D,,276,C-,1,Emberfall Heights,
470,Rockwing Copperfang,,M,Copper,metallic,arcane,prankster & hedonist,1,Prophecy,19,5S,Shadow,20,2D,,291,C-,1,Emberfall Heights,
471,Voidshatter Dimensionis,,F,rift,planar,divine,rampagers who break things,11,Arcanomechanics,19,5S,Shadow,21,3E,,230,C,19,Whirlwind Rise,
